hate_speech,offensive_language,neither,class,tweet,tweet_cleaned
0,3,0,1,@QovEm Just played against a Heimer support. Biggest faggot ever. Stupid cheese champion.,play Heimer support big faggot stupid cheese champion
0,3,0,1,@QuantRyse @HairyPotterZ @Hockeypuck55 if I get blocked I'll be on that bitches porch drunk and yelling. Holy shit.she was right..I am kanye,block Ill bitch porch drunk yell Holy shitshe rightI kanye
0,6,0,1,@QuavoStuntin my bitch got the dope in her panties sssshhhhh you to Dramatic,bitch get dope pantie sssshhhhh dramatic
1,2,0,1,"@QueChele u know how Hispanics be takin All the jobs these niggers won't? Yeah, somethin like a hispanic",u know Hispanics takin job nigger will not yeah somethin like hispanic
0,3,0,1,@QueenIttyBitty lmfao I wasn't scanning anything..the fat hoes was hittin me up,lmfao not scan anythingthe fat hoe hittin
0,6,0,1,@QueenSAVage97 @FresH_BoY_Will how you gonna compare sushi to pussy tho there ain't no dicks going in your sushi &#128514;,go to compare sushi pussy tho be not dick go sushi
0,0,3,2,@QueenSAVage97 naw I Juss like making you a lil mad &#128514; I have been gone for too long tho I hate the boonies&#128589;&#128564;,naw Juss like make lil mad   go long tho hate boonie
0,3,0,1,"@QueenShyba laughin at my screenshots. no bitch, this might be a code red.",laughin screenshot bitch code red
1,2,0,1,@Queen_Kaaat how about I just fuck you right in the pussy,fuck right pussy
3,0,0,0,@Qui_ThePharaoh @zApollo0803 @MildlyDarkSkin hes a lying faggot. he used inspect element to change the number of dollars in his account.,s lie faggot inspect element change number dollar account
1,2,0,1,@R3lentlssTr0ll @AnastasiaPacana yes i like dick and i hate bitches. who am i now?,yes like dick hate bitch
2,3,1,1,@RAEPaelMunturo @WorldStarFunny aye sae en feeld kawkin dyke,aye sae en feeld kawkin dyke
0,6,0,1,@RAEPaelMunturo apparently not many bitches have seen that,apparently bitch see
1,2,0,1,"@RBesofii 
Cants even fool a colored man wit dis bullshit http://t.co/gtln1tpMgi",cant fool colored man wit dis bullshit
0,6,0,1,@REAL_Kaysavage that bitch was going or nawl,bitch go nawl
0,3,0,1,@REM_2014 @FunnyPicsDepot @DavetheBrave1 bitch ass voices in his head haha,bitch ass voice head haha
1,2,0,1,@REM_2014 @SupahFienMode bitch ass Jorge Haha ain't you at work nigga?,bitch ass Jorge Haha be not work nigga
0,3,0,1,@REM_2014 I'm drunk that hoe by myself bro solo dolo,m drunk hoe bro solo dolo
1,2,0,1,@REM_2014 biiiiiiiitch don't start with this again haha my niggggg grandma come over hoe!! If ya want I'll try to scoop ya up today if ya,biiiiiiiitch not start haha niggggg grandma come hoe ya want Ill try scoop ya today ya
1,2,0,1,@RFam2550 shut up faggot,shut faggot
1,2,0,1,@RFradsham fuck you bitch #shrimp #shorty #midget #dwarf #infant #jk,fuck bitch
1,5,0,1,@RHook220 @ohwait_itsKate @EjPeruski5634 pussy x3,pussy x
0,3,0,1,@RJ_diggins86 get some sleep pussy.,sleep pussy
0,3,0,1,"@RNIC_BAM - you heard me.&#128530; letting people know you having relationship problems &amp; arguing on here, that's what them hoes like, so stop.",hear let people know have relationship problem amp arguing s hoe like stop
0,0,3,2,@RPopBox @boxing Yeah he definitely wasn't the same guy who fought Lara but he cuts the ring off well which should be a huge boon to Canelo,yeah definitely not guy fight Lara cut ring huge boon Canelo
3,0,0,0,@RSBerto Dumb Haitian fake black faggots. Go to Haiti and neck yourself.,dumb haitian fake black faggot Haiti neck
2,1,0,0,@RabehChararah1 lmaoo what a fag,lmaoo fag
0,3,0,1,@Rachijuana I popped a Molly every day last year #beat#that#bitch,pop Molly day year
0,3,0,1,"@RacistNegro69 @MrMooncricket fuck you, punk ass racist lil dick bitch. I've reported you fool.",fuck punk ass racist lil dick bitch ve report fool
0,0,3,2,"@RainCaudillo word. Do any of ur decisions include anchor, feather, infinity sign, bird?",word ur decision include anchor feather infinity sign bird
0,0,3,2,"@RainaluvsA in that picture yes, I haven't had an updated pic added the angel wing is colored now too, and thanks represents what I am ;)",picture yes not update pic add angel wing color thank represent
0,3,0,1,"@RainaluvsA intimidated?! What pussies, all I see is a sweet, honest woman, but seriously you could make this stalking thing so much easier!",intimidate pussy sweet honest woman seriously stalk thing easy
0,3,0,1,@Rams_6 happy birthday bitch!,happy birthday bitch
0,3,0,1,@Ranae_26 i can't why you up hoe &#9825;&#9825;,not hoe
1,2,0,1,@Rasheed_Sheen everything but im outside come get this bitch,m outside come bitch
0,9,0,1,@Rasheed_Sheen man damn dude come get this bitch lml,man damn dude come bitch lml
0,0,3,2,@RatchetSue the only thing better than a bargain is a Yankee bargain.,thing well bargain Yankee bargain
0,3,0,1,@Raul_leura @no_way_hoesaaay lmao that nigga was about to go Beethoven on that bitch &#128514;,lmao nigga Beethoven bitch
0,3,0,1,@RavenPeltier_ @Jesuslovinj @_B_R_Y_C_E_ still a bitch though,bitch
0,3,0,1,@RavenPeltier_ these hoes ain't loyal,hoe be not loyal
0,0,3,2,@Rawker8 @Ronnie2K @NBA2K get some money and stop playing that old trash.,money stop play old trash
1,2,0,1,"@Ray_Lakee #fag
 Fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bit.#bowbow",Fuckin pirelli tire black ass nigga whit white boy shirt nigga loosen lil bit
0,3,0,1,@Ray_dec15 haha yeah they do say im a little bitch,haha yeah m little bitch
0,3,0,1,"@RealFannyMagnet with pick up lines like you have...I bet you get so much pussy, the numbers are in the negative.",pick line like haveI bet pussy number negative
0,0,3,2,"@RealGilbert &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go""",amp hunter anthem go Al Goreing Hi ho dairy o Al Goreing
0,6,0,1,@RealNiggaSherm bitch,bitch
0,5,1,1,@RealNiggaSherm wen he ho dwn da road,wen ho dwn da road
0,2,1,1,@RealNoth no wonder your career is in the dump that's where trash like you belongs. Thanks to @greggutfeld for pointing out your true colors,wonder career dump s trash like belong thank   point true color
0,3,0,1,"@RealPimpinKen PimpinKendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!

Hey, Bitch!","PimpinKendotnet sell bitch pussy til drip drop wet vet pet 

 hey Bitch"
0,3,0,1,"@RealSkipBayless @KingJames is a little bitch , that's why",little bitch   s
0,2,1,1,@RealSkipBayless haha how much are you payed to CONSTANTLY NOT KNOW what you're talking about??? Dumb ass &#128514;&#128076; wade is trash,haha pay CONSTANTLY know talk dumb ass   wade trash
0,1,2,2,@RealSkipBayless man what about Wilson being the 2nd Black QB to win a chip? Talkn about trash talk. No shine for Russell..,man Wilson nd Black QB win chip talkn trash talk shine Russell
1,2,0,1,@RealSkipBayless of course u would you PC lemming.one just says the word nigger.the other has all the potential to reek havoc on society,course u PC lemmingone say word niggerthe potential reek havoc society
0,3,0,1,@RealWallieWall Ms. Martinez fuckin with the cripple kid?!,Ms Martinez fuckin cripple kid
0,2,1,1,@RealWallieWall Sheet i can't do that too a cripple,Sheet not cripple
0,3,0,1,"@RealYdotGdot We in dat bitch, my dude!!!",dat bitch dude
0,5,1,1,"@Real_Liam_Payne be a pussy

as in cat","pussy 

 cat"
0,6,0,1,@Real_Liam_Payne be a pussy http://t.co/ttzsxBtS74,pussy
0,0,3,2,@RebellBlume Hats on us not trash tho lol,hat trash tho lol
2,1,0,0,@RedNationBlogga fuck those faggots,fuck faggot
1,2,0,1,@Reed8608 My nigga know he a bitch,nigga know bitch
2,1,0,0,@ReiddH i agree my fellow cracker.,agree fellow cracker
0,3,0,1,"@Rellokid George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes.",George not twitter call limit nigga talk fight drug gun bitch hoe
0,3,0,1,@Rene_gadeCowboy Of course. I was being bitch. Learned from my mom how to make a guy feel like he's 1 foot tall.,course bitch learn mom guy feel like s   foot tall
0,3,0,1,"@RenoConfession one time at band camp, I stuck a flute in my pussy 
-Spanish springs","time band camp stick flute pussy 
 spanish spring"
2,0,1,0,@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.,call child child illegal border jumper MS gang member
2,1,0,0,@RepulsiveTool And the only band that sucked worse live is those fags Guns &amp; Poses.,band suck bad live fag gun amp pose
0,3,0,1,@ResiDinero bitch crib while she cooks me cheesed eggs,bitch crib cook cheese egg
0,3,0,1,@ResiDinero if we finna hoop inside or out fucking retard that's what I'm saying let me know allergic reaction lip ass nigga,finna hoop inside fucking retard s m say let know allergic reaction lip ass nigga
0,2,1,1,@ResiDinero we some hoes bruhhh lol,hoe bruhhh lol
0,3,0,1,@ResiDinero ya bitch crib,ya bitch crib
0,2,1,1,@RespectBox @lefthooklounge @Rodriguez5_ he's texas trash bro,s texas trash bro
0,0,3,2,@RetroReasoning I think most RPGs are for the birds. I ain't no bird brain yo,think rpg bird be not bird brain yo
0,3,0,1,@RetroReasoning retarded pussy games #notPC,retarded pussy game
2,1,0,0,"@ReverendGrim @TitsOfAnarchy 
I likes dat name. Dem sand niggers needs to know dare place in da pecker order",like dat Dem sand nigger need know dare place da pecker order
2,1,0,0,"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages",Jesus love muzzie torturer fuck animal savage
0,3,0,1,@Rhyds_herrrrrr shoulda came to bird mans that shit was so lit,shoulda come bird man shit lit
1,2,0,1,@RicHieDev_ @CONVERSES_ON she can stay as close as she pleases nigguh,stay close please nigguh
0,4,0,1,@RichBum_Mitch say how you do that I got this lil bitch who ain't getting the memo,get lil bitch be not get memo
0,3,0,1,"@RichHomieLexx_ tryanna explain sumn to des young boys out here now days,they don't know wat a true pimp is I be pimpin des hoes moma Lmfaoo",tryanna explain sumn des young boy daysthey not know wat true pimp pimpin des hoe moma Lmfaoo
0,0,3,2,@RichardEngel ugh..and lemme guess they have yellow cake too? Heard this story before..,ughand lemme guess yellow cake hear story
2,1,0,0,@RichxInxFlavor I'm not a fag. Gtfo,m fag gtfo
0,3,0,1,@RickBakas Not hard to...she's kind of a hoe. &#128513;,hard tosh kind hoe
1,2,0,1,@RickiRoma bitch watch ya tone before I drag you to the recycling bin you bitch ass nigga. You gon end up like limewire ol .exe ass nigga,bitch watch ya tone drag recycling bin bitch ass nigga gon end like limewire ol exe ass nigga
1,2,0,1,@RickiRoma shut the fuck up. You guys a mediocre washed basura juice. Sit down and win close games against raiders and jets faggot,shut fuck guy mediocre wash basura juice sit win close game raider jet faggot
0,3,0,1,@RickyNgan target got them high class hoes,target get high class hoe
1,2,0,1,@Ricky___m you bitch -.-,bitch
0,3,0,1,"@RicoChavo oh, you cute, you fancy bitch!",oh cute fancy bitch
0,3,0,1,@RightWay2 getting into people's faces? LOL YET u r the teabagger all over my twitter dash. Shut the fuck up already.,get people face LOL u r teabagger twitter dash Shut fuck
0,6,0,1,@Righteouz_ @growejr I could have that chick there boobs in my face and score the fight better than the bitch that made it 114-114,chick boob face score fight well bitch
0,6,0,1,@Righteouz_ @growejr that bitch should be in jail for that 114-114,bitch jail
2,4,0,1,@Righteouz_ lmfao!!!!! I remember all the rednecks in my school with that shit lol,lmfao remember redneck school shit lol
0,3,0,1,@RihannaHasAids I had free tickets and couldn't go because I had chemistry ain't that a bitch,free ticket not chemistry ai not bitch
1,2,0,1,@RihannaHasAids I knew farquaad a faggot,know farquaad faggot
0,3,0,1,@Rik_FIair Pusha T and Ye gonna have to write the whole bitch,Pusha T Ye go to write bitch
3,0,0,0,"@RileyCooper_14 so your a ""nigger"" fighter huh",nigger fighter huh
0,3,0,1,@RishaaWilliams byee iverrishaa &#128514;&#128514; ghetto ass name,byee iverrishaa   ghetto ass
1,3,2,1,@RivenbarkYahoo @hale_razor jim Hogg county a dirt poor democrat leaning county.. Hebronville is it's seat. Been there it's a near ghetto,jim Hogg county dirt poor democrat lean county Hebronville seat near ghetto
0,3,0,1,@RnadJorell Knocked that bitch soul out her body lol,knock bitch soul body lol
2,1,0,0,@RniSwirvinn @LilKev_J no ur wrong stupid nigger,ur wrong stupid nigger
0,3,0,1,@Rob215__ @thereal_2raw on god my bitch bad,god bitch bad
0,0,3,2,@RobDa64 thanks!!! Now go clean that trash can ya lil nasty! Lol,thank clean trash ya lil nasty Lol
0,2,1,1,@RobFernau @GregAbbott_TX @NRA dead babies piled up like trash at a dump Something to be proud of,dead baby pile like trash dump proud
0,3,0,1,@Rob_San9993 ha lol like at selenas horny bitch lol,ha lol like selenas horny bitch lol
0,0,3,2,"@RobertGBeckel: ""Do you know how good Ho-Ho's are at 2am?"" @AndreaTantaros answers, ""You haven't given up all your ho-ho's."" Whoa. @TheFive",know good HoHos   answer not give hohos whoa
0,3,0,1,@RobinColdiron those god damn bitches smh run away!!!,god damn bitch smh run away
0,3,0,1,"@RobinFury Drake is bitch made for that, likes Phonte so much and won't do a track over that....",drake bitch like Phonte will not track
0,3,0,1,@Roc_SS @BallHawk_Carter nah son we ca go half if it was my girl bitches be wanting to spend 400 and up on some fake hair,nah son half girl bitch want spend   fake hair
0,3,0,1,@Rock76_ like who let em bring Da heat in dis bitch &#128563;&#128552; .. #linkup bro,like let em bring Da heat dis bitch     bro
0,3,0,1,@Rocko4Real is one of the rawest niccas doin dis shit!,raw nicca doin dis shit
0,3,0,1,@RodMarley44 fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call,fr   Finna bam nicca say yu lucky jus get robbery
0,3,0,1,@RomeoTorres99 bro do you fist bitches with that shit,bro fist bitch shit
1,2,0,1,@Ron_Ron_12 it's a song hoe,song hoe
1,1,4,2,@RonanFarrow Yeah we know about Anglo-American principles.#slavery #hate #racism,yeah know AngloAmerican principle
0,0,3,2,"@Ronnie2K not just @Pharrell gave 2k a trash non-basketball soundtrack, y'all still have problems with servers &#128530;",give k trash nonbasketball soundtrack you problem server
0,0,3,2,"@RonnieMack12 dawg, you so trash your momma got charged with littering when she dropped you off for school",dawg trash momma get charge litter drop school
1,2,0,1,@RooDee_Poo Aye bitch.,aye bitch
0,2,1,1,@Rorschach7 But not disaster pussy. That thing is a wreck.,disaster pussy thing wreck
1,2,0,1,@Rosaalbae @iH8TvvitterHoes faggot but you sent me hella nudes. Hmmmm,faggot send hella nude Hmmmm
2,1,0,0,"@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy.",lmao soft ass nigga try act tough little bitch sit watch sideline pussy
1,2,0,1,"@Roscoedash shut the fuck up, your wack as fuck. Garbage mohawk having faggot, stop making music and shovel my snow scrub.",shut fuck wack fuck garbage mohawk having faggot stop make music shovel snow scrub
0,3,0,1,@RoseGoldBenzo duh...lol. Me tweeting about eating pussy from the back with my tongue in that made that obvious...lol,duhlol tweet eat pussy tongue obviouslol
1,2,0,1,@Rosie @politicususa only 3 1/2 yrs till next pres. bitches bout what o-dumb-a left her/him,yr till pre bitch bout odumba leave herhim
0,0,3,2,"@RottenStench
Dat was Charlie",Dat Charlie
0,2,1,1,"@RottenStench 
Tanks a lot dare mr. Pubes. I love my Uncle Tom :)",tank lot dare mr Pubes love Uncle Tom
1,2,0,1,"@Rotten_Soil @CaptFaggotpants 
You boys sure come up wit some crazy names. In my day, we never talked about no faggots",boy sure come wit crazy name day talk faggot
0,3,0,1,@RoyallyKate So says the one who fills an empty hole inside herself by worshiping a royal. Who 4 all u kno may be a raging snotty bitch,say fill hole inside worship royal   u kno rage snotty bitch
0,0,3,2,@Royceda59 Green bananas are better then yellow ones too.,Green banana well yellow one
0,0,3,2,@RubyFakhoury @Nyquil_Dreams @guynamedjordan lets not forget the fact that everyone and their mother has yellow fever,lets forget fact mother yellow fever
0,1,2,2,@RudyJay711 Asains had to take the Wu Tang Clan; the draft was suppose to be for half breed like me and @MikeTaylorShow #FallingInTheDraft,Asains Wu Tang Clan draft suppose half breed like
0,3,0,1,@Rugarickrockers Ima make you a sick entrance song my nig,m sick entrance song nig
1,2,0,1,@RuizMaria15 you let me know then lol I'll go over and kill all them hoes,let know lol Ill kill hoe
2,1,0,0,@RunuldoRants faggot sack,faggot sack
1,2,0,1,@RussellTpot @ebgbz1 I am just saying.. I would beat you down like the bitch that you are... then put my foot on your neck and shoot you,say beat like bitch foot neck shoot
0,3,0,1,@RussellTpot LOL dude.. I wish they hadn't. I got a DD214 that would make a pussy like you cry for the enemy.,LOL dude wish not get dd pussy like cry enemy
1,2,0,1,@Rvm3o bitch Boy,bitch boy
0,3,0,1,@Rvm3o bitch.,bitch
0,3,0,1,@Rvm3o no reason to hit with you when I know you pussy I won't get no cool points,reason hit know pussy will not cool point
0,3,0,1,"@RyanTravers1 I lied, it hurt like a bitch, and it bruises your arm. I would suggest you don't do it lol",lie hurt like bitch bruise arm suggest not lol
1,2,0,1,@RyeOrDie because them niggas that told you bitch made &amp; they not real niggas or any kind of real,niggas tell bitch amp real niggas kind real
0,0,3,2,@RylannWilliams ok chill love bird lol,ok chill love bird lol
2,1,0,0,@RylannWilliams whooooo? Chelsey? Fuck her lol. She juss a bitch,whooooo Chelsey Fuck lol juss bitch
2,1,0,0,@SAMMI_boyden bruh we can finally roll like rednecks (': ((drug dealers)),bruh finally roll like redneck   drug dealer
0,3,0,1,@SAMMI_boyden idk let's do some redneck shit. ask samuela.,idk let redneck shit ask samuela
0,3,0,1,@SAMMI_boyden if we don't hang out until the concert smh ima kill a bitch,not hang concert smh m kill bitch
2,1,0,0,@SAMMI_boyden well he's a cunt and he can suck my ass,s cunt suck ass
1,2,0,1,@SAMMI_boyden you fucking twat just start talking,fucking twat start talk
0,3,0,1,@SAULSOF1LTHY pussy boi,pussy boi
0,3,0,1,@SAULSOF1LTHY you aint shit pussy lol go get hit you aint been touched in 10 yrs lmfao,be not shit pussy lol hit be not touch   yrs lmfao
0,0,3,2,@SBPart01 @melodybrooke11 fuzzy dice might be the nicest thing you could put in your car lol &#127922;&#127922;,fuzzy dice nice thing car lol
0,0,3,2,@SFGiants trash smh game rigged bumgarner took roids,trash smh game rig bumgarner take roid
0,2,1,1,@SHAIkethatAss and I replied hoe http://t.co/738UP5PLia,reply hoe
0,3,0,1,"@SHanafin34 gotta love Tanner Country, hoes &amp; all,haha!",get to love Tanner Country hoe amp allhaha
0,3,0,1,"@SKEEerra thanks, the bitch that proofread my tweets on vacation this week...",thank bitch proofread tweet vacation week
3,0,0,0,@SMASEY you're such a faggot,faggot
0,0,3,2,"@SMLBound cracker jack work, cdc - did ya think of checking THE PLANE FULL OF PEOPLE?",cracker jack work cdc   ya think check plane PEOPLE
2,0,1,0,@SNAKEHAID @wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed nigger?,ur profile armed nigger
0,2,1,1,@SNEAKERLUKE @wojtata @MIKEYMIKEROWAVE @JoeCushKush poor 5SOS has annoying ass cunts as fans. They don't care about you at all you know.,poor SOS annoy ass cunt fan not care know
0,3,0,1,@SPIFFY_VUITTON I gotta start treatin these ugly hoes like dimes.. Before they get fine on my ass,get to start treatin ugly hoe like dime fine ass
0,3,0,1,@SPIFFY_VUITTON You see the bitch with the fake leg that's bout to come on?? Lmao She kinda bad doe in the Pole,bitch fake leg s bout come Lmao kinda bad doe Pole
0,3,0,1,@SPIFFY_VUITTON her pussy smell like boiled hot dog water and lizard dick.,pussy smell like boil hot dog water lizard dick
0,0,3,2,@SSickStory Lester tried to eat your bird,Lester try eat bird
2,1,0,0,"@STACCS_WNT_FOLD you tell me, coon.",tell coon
0,0,3,2,@SVL305 but @leemcastro is not even a blogger. He doesn't have the moxy or credentials to do anything by himself and create a brand.,blogger not moxy credential create brand
0,3,0,1,@SWANKpatrone nonexistent hoes,nonexistent hoe
2,1,0,0,@S_Roach happy birthday nicca do coon shit in a responsible way.,happy birthday nicca coon shit responsible way
0,3,0,1,@SacTownProdigy lol just like RGIII and go out like a weak bitch and return the next year and win 3 games,lol like rgiii like weak bitch return year win   game
1,0,2,2,@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila I just noticed you guys called me a jiggaboo,notice guy call jiggaboo
1,2,0,1,@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila Nigga I will get dick cheese and force you to eat it bitch,Nigga dick cheese force eat bitch
0,4,0,1,@SadderDre @PoeticGenius19 who knows man. That Uncle Tom mentality will never die. Ol Martin Baker headass,know man Uncle Tom mentality die Ol Martin Baker headass
0,2,1,1,@SalaciousSully I am always amazed at your resilience to keep on going into the night shift. Is it really better than the T.O. ghetto?,amazed resilience go night shift well ghetto
0,3,0,1,"@SalaciousSully Tony drinking sloppily and saying 'What? I cunt hear you, bare ass me again'",Tony drink sloppily say cunt hear bare ass
0,1,2,2,@SalaciousSully hopefully not back in da ghetto?,hopefully da ghetto
0,1,2,2,"@SallyBitesAlot lol find a ""redneck"" from oakleaf to take you",lol find redneck oakleaf
0,2,1,1,@Salondotcom @FoolishReporter I can tell from this tweet that you're a twat.,tell tweet twat
0,0,3,2,"@SaltyBlackBroad ma'am ...Did you clear that tweet with the @NAACP ? Careful they may brand you ""race traitor"" for the nerve of thinking&#9786;&#65039;",maam clear tweet    careful brand race traitor nerve think
0,1,2,2,@SamFeistCNN @CNNPolitics your opinion plz. When election over will there be any improvement or will BO still be allowed to trash America?,opinion plz election improvement BO allow trash America
1,3,0,1,@SamRomero95 @KxRxSxB timber nigger,timber nigger
0,0,3,2,@SamTrap84 in this world we don't spank the monkey the monkey spanks us.,world not spank monkey monkey spank
0,3,0,1,@SammyLightning_ I got hoes in different area codes,get hoe different area code
0,3,0,1,@SammyLightning_ I roll up to a bitch an dey like http://t.co/ja8t60VgGE,roll bitch dey like
0,3,0,1,@SammyLightning_ Tim's a pussy,tim pussy
0,3,0,1,@SammySkinner hey nig,hey nig
0,0,3,2,@Sammy_Sicko Get me a bag of those pink n white coloured van sweets please. Thanks dude :-),bag pink n white coloured van sweet thank dude
0,3,0,1,@Sammytbh thats what i thought pussy..,s think pussy
3,0,0,0,@Sammytbh whats your youtube channel then faggot,s youtube channel faggot
0,3,0,1,@Sammytbh you're not fucking relevant... you get followers from follow trains and then unfollow people because you're a faggot...,fuck relevant follower follow train unfollow people faggot
1,2,0,1,@SandraGuzman_ nigger*,nigger
0,6,0,1,@SarahAuten bitch slap that asshole....with a chair!,bitch slap assholewith chair
1,2,0,1,"@SarahKSilverman Just saw your black NRA skit. It was vile. You're not funny. Was a fan of yours, not anymore. #cunt",see black NRA skit vile funny fan anymore
0,3,0,1,@SarahLevitz &#128514;&#128557; okay but I'm the shit hoe.,okay m shit hoe
0,1,2,2,"@SarahR_82 
Y'all gots to take da colored vacation. Kentucky fried chicken but only da white meat",yall got da colored vacation Kentucky fry chicken da white meat
2,0,1,0,@Sarakateee @FaZe_Rain I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay,not proud faze family s horrible s ugly trailer trash
1,2,0,1,"@Sasha_The_II @ATFierce @QueenKhia That bitch is so stupid! It's the BEY hive, not the BEE hive. Lil Kim was the Queen B, Bey IS Queen B",bitch stupid BEY hive BEE hive Lil Kim Queen B bey Queen b
0,3,0,1,@SavageNiggg @ChillAssTweets_ no bitch,bitch
0,3,0,1,"@SavageSaiyan4 Real shit, that light armor is a bitch to find tho",real shit light armor bitch find tho
1,2,0,1,@SayitAINTChey! This bitch is RTing hella cheese tweets right after I said I was lactose intolerant!! Why you gotta do that to me?! ;c,bitch RTing hella cheese tweet right say lactose intolerant get to c
0,3,0,1,@ScHoolboyCole and yes i said spitted bitch,yes say spit bitch
0,3,0,1,@ScHoolboyCole you a bitch for,bitch
0,5,1,1,@ScanBC hoe the cookie crisp cop is on the case.,hoe cookie crisp cop case
0,3,0,1,@SchoolBoyG_ why you gotta phone in your avi texting but you got negative bitches?,get to phone avi texting get negative bitch
1,2,0,1,@SchulzGrayson @Dswizzle3 and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass,not mom bitch ass nigga u well shut fucking mouth duck ass
0,3,0,1,@SchulzGrayson @Dswizzle3 if your going to talk shit at least back it up and fight bitch ass nigga i swear u niggas from are fake pussy boy,go talk shit fight bitch ass nigga swear u niggas fake pussy boy
0,3,0,1,@SchulzGrayson @Dswizzle3 lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy,lmfao m pull hoe suppose effect suppose hurt fell fuck boy
3,0,0,0,"@SchulzGrayson @Dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase",oh woulda coulda shoulda ass niggas bitch ass nigga u bout oh ban wag ass nigga catch phase
0,3,0,1,@SchulzGrayson @Dswizzle3 you talkinfgalot of shit but you cant back dem words up tho bitch ass nigga u not talking about fighting,talkinfgalot shit not dem word tho bitch ass nigga u talk fight
1,0,2,2,@Scoob3y yeah and you're gonna play with retards who wanna do drugs all day but &#128056;&#9749;&#65039;,yeah go to play retard wanna drug day
0,2,1,1,@ScootieMcB bitches need guidance. Lol,bitch need guidance Lol
1,2,0,1,@ScottDeYager .......now. If you photshopped #Pinhead like #JohnGalt with PISTONS instead of #faggot NEEDLES&gt; I might be impressed&gt; #gay,photshoppe   like   piston instead   NEEDLESgt impressedgt
0,0,3,2,@ScottFerrall @HowardStern PHOTOS: Kate Upton cheers on the Yankees at last night's game http://t.co/Q2SVYRHUDu,photo Kate Upton cheer Yankees night game
0,2,1,1,@Scottt3130 @Brantality @hunterxsfob I think he's retarded or somethin http://t.co/E4P56JkqcX,think s retarded somethin
0,3,0,1,@Scottyplagues @dancingxburrito @ReganLeahhh come to the Davis show and celebrate with me you retard,come Davis celebrate retard
2,1,0,0,@ScoutingForFifa @TheBurntChip @JoelBurtFifa @JPizzleFIFA EYE WITNESS: Joel is a faggot,eye WITNESS Joel faggot
0,2,1,1,@SeQuoia_Gabris yeah hoe!,yeah hoe
0,0,3,2,@SeanRossSapp Don't think anyone is mocking the man. I've seen people mock the bespectacle of social media mourning. Cultural zeitgeist of,not think mock man ve see people mock bespectacle social medium mourn cultural zeitgeist
0,3,0,1,@Seanability I love her too much. Maybe one of my bitchier birds...,love maybe bitchy bird
0,3,0,1,@SeauxCocoa you getting new pussy and not sharing??,get new pussy share
0,1,2,2,"@Selecta_kerry I seeing ppl saying running a train on a bird, and a parry is the same thing, but das not what I know..so looking for clarity",see ppl say run train bird parry thing das knowso look clarity
0,1,2,2,"@SelfCuttingGirl @AnthonyCumia I thought he would think it was cute...you know, like when you shut your clam up for 5 minutes! #dunce",think think cuteyou know like shut clam   minute
0,3,0,1,@SelfMadee_YG wya bitch,wya bitch
1,0,2,2,@Selxnaa I'm redneck crazy,m redneck crazy
0,1,2,2,"@SemiMooch and I believe we all evolved or whatnot, but I find it hard to believe that we all came from apes",believe evolve whatnot find hard believe come ape
0,0,3,2,@SenMikeLee just pulled out his pocket Constitution! Bring it man! @tedcruz just mocked McCain's wacko-birds comment! HaHaHa!!!!! #standtall,pull pocket Constitution bring man   mock McCains wackobird comment hahaha
0,3,0,1,@SethMacFarlane Deep in my pussy were your tongue should be. Dial 911 if you need halp.,deep pussy tongue Dial   need halp
2,1,0,0,@SexWith_SocksOn faggot,faggot
1,2,0,1,@SeymourBlanco you were supposed to hang w me this week nigger,suppose hang w week nigger
1,2,0,1,@ShainaRakia doubt it cause a bitch aint nothing but a nigga downfall,doubt cause bitch be not nigga downfall
0,3,0,1,@ShainaRakia only great thing these bitches can offer &#128514;&#128514;&#128514;,great thing bitch offer
1,2,0,1,@ShakiyaTeniece @celebrity_ke she said she aint tricking off on them hoes...lls...foolish,say be not trick hoesllsfoolish
0,3,0,1,@ShareA40Ounce bad bitch with an open mouth,bad bitch open mouth
0,3,0,1,@ShareA40Ounce trying to get a job after age 50 is a real bitch let alone a new career. Out of work 1.5 years. About to be homeless.,try job age   real bitch let new career work   year homeless
